Date,vix_Open,vix_High,vix_Low,vix_Close,vxn_Open,vxn_High,vxn_Low,vxn_Close,vxn_Adj_Close,vxn_Volume,ndxt_Open,ndxt_High,ndxt_Low,ndxt_Close,ndxt_Adj_Close,ndxt_Volume,Mkt-RF,SMB,HML,RMW,CMA,RF,Ticker,Open,High,Low,Close,Volume,OpenInt
20101014,19.59,21.02,19.4,19.88,20.49,21.57,20.49,20.629998999999998,20.629998999999998,0,1249.900024,1250.459961,1237.280029,1243.709961,1243.709961,0,-0.38,0.29,-0.41,0.25,-0.18,0.001,pnqi.us.txt,32.143,32.203,31.754,31.923,11535,0
20101015,20.2,21.59,19.02,19.03,20.639999,21.6,19.99,20.440001000000002,20.440001000000002,0,1259.73999,1265.97998,1247.140015,1265.76001,1265.76001,0,0.18,-0.17,-1.28,0.58,-0.64,0.001,pnqi.us.txt,32.403,32.713,32.403,32.653,16129,0
20101018,20.43,20.71,18.88,19.09,20.459999,21.870001000000002,20.459999,21.25,21.25,0,1265.930054,1267.050049,1257.0,1266.089966,1266.089966,0,0.69,0.13,0.85,-0.22,0.18,0.001,pnqi.us.txt,32.663,32.773,32.653,32.743,10496,0
20101019,20.7,21.35,19.33,20.63,21.24,22.540001,20.809998999999998,21.91,21.91,0,1246.76001,1262.040039,1236.319946,1247.040039,1247.040039,0,-1.67,-0.72,0.27,0.25,-0.16,0.001,pnqi.us.txt,32.293,32.413,31.823,31.893,6195,0
20101020,21.2,21.2,19.67,19.79,21.889999,22.16,21.120001000000002,21.65,21.65,0,1253.099976,1267.02002,1249.859985,1259.579956,1259.579956,0,1.06,0.1,0.09,0.15,0.3,0.001,pnqi.us.txt,32.023,32.433,32.023,32.233,18609,0
20101021,19.7,20.53,18.93,19.27,21.290001,22.290001,20.719998999999998,21.18,21.18,0,1264.459961,1266.880005,1245.420044,1259.089966,1259.089966,0,0.11,-0.56,-0.51,0.47,-0.2,0.001,pnqi.us.txt,32.683,33.133,32.553,32.813,32951,0
20101022,19.36,19.36,18.76,18.78,20.99,21.25,20.42,20.42,20.42,0,1261.73999,1281.189941,1260.47998,1280.089966,1280.089966,0,0.29,0.44,-0.43,-0.21,-0.25,0.001,pnqi.us.txt,33.063,33.523,32.973,33.473,17364,0
20101025,19.22,19.88,18.86,19.85,20.42,21.51,20.42,21.48,21.48,0,1284.859985,1293.910034,1283.530029,1287.459961,1287.459961,0,0.31,0.43,-0.52,-0.08,-0.04,0.001,pnqi.us.txt,33.733,34.112,33.733,33.952,17059,0
20101026,20.52,21.01,20.22,20.22,22.01,22.42,21.549999,21.809998999999998,21.809998999999998,0,1279.52002,1293.98999,1274.01001,1290.380005,1290.380005,0,0.02,-0.01,-0.18,0.32,-0.14,0.001,pnqi.us.txt,33.832,34.402,33.832,34.262,18434,0
20101027,21.11,22.37,20.69,20.71,21.809998999999998,23.27,21.57,21.57,21.57,0,1286.069946,1305.819946,1284.77002,1305.439941,1305.439941,0,-0.24,-0.25,-0.22,-0.39,-0.11,0.001,pnqi.us.txt,34.272,34.542,34.112,34.512,10064,0
20101028,20.28,21.41,20.18,20.88,21.4,22.43,21.280001000000002,21.65,21.65,0,1308.170044,1308.280029,1293.589966,1303.329956,1303.329956,0,0.08,-0.59,-0.07,0.15,-0.19,0.001,pnqi.us.txt,34.802,34.802,34.222,34.442,11683,0
20101029,21.2,21.4,20.86,21.2,21.83,22.540001,21.530001000000002,22.24,22.24,0,1303.939941,1317.920044,1303.839966,1310.869995,1310.869995,0,0.07,0.3,-0.11,0.12,0.15,0.001,pnqi.us.txt,34.372,34.592,34.372,34.572,12479,0
20101101,21.65,22.54,20.92,21.83,22.24,23.51,22.18,22.92,22.92,0,1319.150024,1321.790039,1301.680054,1308.300049,1308.300049,0,-0.01,-0.67,-0.21,0.26,0.01,0.001,pnqi.us.txt,34.652,34.652,33.892,34.002,16336,0
20101102,21.34,21.82,21.22,21.57,22.43,23.059998999999998,22.27,22.879998999999998,22.879998999999998,0,1318.829956,1323.170044,1312.949951,1319.640015,1319.640015,0,0.9,1.26,-0.17,0.1,0.09,0.001,pnqi.us.txt,34.462,34.622,34.412,34.542,115944,0
20101103,21.66,22.02,19.54,19.56,23.030001000000002,23.15,20.4,20.41,20.41,0,1318.26001,1323.880005,1306.079956,1322.660034,1322.660034,0,0.38,-0.05,0.17,-0.15,0.14,0.001,pnqi.us.txt,34.672,34.752,34.352,34.742,11044,0
20101104,18.03,18.8,17.97,18.52,20.41,20.41,19.540001,19.540001,19.540001,0,1337.650024,1349.130005,1335.780029,1348.579956,1348.579956,0,1.94,0.49,1.04,-0.83,0.88,0.001,pnqi.us.txt,35.182,35.182,34.642,34.792,10273,0
20101105,18.07,18.44,17.92,18.26,19.469998999999998,19.51,18.67,18.67,18.67,0,1348.790039,1350.900024,1341.310059,1348.449951,1348.449951,0,0.41,-0.04,0.68,-0.35,0.5,0.001,pnqi.us.txt,34.762,34.902,34.682,34.902,9793,0
20101108,19.33,19.35,18.21,18.29,18.67,19.700001,18.629998999999998,18.700001,18.700001,0,1342.98999,1355.630005,1342.400024,1352.75,1352.75,0,-0.12,0.43,-0.48,0.25,-0.14,0.001,pnqi.us.txt,34.882,35.342,34.872,35.262,18655,0
20101109,18.51,19.39,17.83,19.08,18.700001,19.469998999999998,18.280001000000002,18.99,18.99,0,1356.199951,1362.939941,1342.660034,1349.51001,1349.51001,0,-0.78,-0.46,-0.5,0.73,-0.21,0.001,pnqi.us.txt,35.542,35.602,35.042,35.042,12895,0
20101110,18.94,19.96,18.41,18.47,19.030001000000002,19.780001000000002,19.030001000000002,19.459999,19.459999,0,1348.02002,1354.869995,1335.839966,1353.930054,1353.930054,0,0.53,0.65,0.55,-0.42,0.38,0.001,pnqi.us.txt,35.122,35.482,34.912,35.432,15172,0
20101111,19.44,19.75,18.48,18.64,20.59,20.83,19.360001,19.370001000000002,19.370001000000002,0,1323.140015,1339.619995,1313.079956,1337.150024,1337.150024,0,-0.35,-0.04,-0.08,0.16,0.2,0.001,pnqi.us.txt,35.102,35.422,34.952,35.342,7988,0
20101112,19.59,21.23,19.29,20.61,19.99,22.67,19.91,22.549999,22.549999,0,1330.160034,1342.819946,1311.859985,1322.459961,1322.459961,0,-1.29,-0.47,-0.07,0.18,-0.05,0.001,pnqi.us.txt,35.162,35.282,34.602,34.752,19810,0
20101115,20.33,20.37,19.14,20.2,22.549999,22.549999,20.860001,21.690001000000002,21.690001000000002,0,1329.51001,1333.23999,1316.219971,1316.959961,1316.959961,0,-0.09,0.23,0.32,-0.02,0.16,0.001,pnqi.us.txt,34.832,34.832,34.232,34.302,12391,0
20101116,21.26,23.07,20.95,22.58,22.450001,23.940001000000002,22.1,23.73,23.73,0,1305.329956,1314.180054,1286.819946,1291.73999,1291.73999,0,-1.58,-0.34,-0.15,0.35,-0.14,0.001,pnqi.us.txt,33.982,34.012,33.453,33.463,39102,0
20101117,22.19,22.21,21.22,21.76,23.67,23.74,22.41,23.25,23.25,0,1293.339966,1308.849976,1291.0,1296.689941,1296.689941,0,0.07,0.3,-0.29,0.17,0.24,0.001,pnqi.us.txt,33.643,34.062,33.643,33.962,17860,0
20101118,20.31,20.31,18.75,18.75,23.25,23.25,20.110001,20.26,20.26,0,1314.48999,1331.810059,1313.079956,1322.910034,1322.910034,0,1.57,0.31,-0.3,-0.28,-0.07,0.001,pnqi.us.txt,34.272,34.742,34.272,34.582,20574,0
20101119,19.15,19.72,17.76,18.04,20.379998999999998,20.889999,19.43,19.780001000000002,19.780001000000002,0,1320.319946,1333.140015,1318.459961,1329.48999,1329.48999,0,0.31,0.16,-0.17,-0.14,0.13,0.001,pnqi.us.txt,34.572,34.572,34.312,34.462,6322,0
20101122,19.45,20.14,18.35,18.37,21.02,21.280001000000002,19.709999,19.73,19.73,0,1323.449951,1340.280029,1321.170044,1339.48999,1339.48999,0,-0.02,0.51,-0.94,0.13,-0.31,0.001,pnqi.us.txt,34.462,35.012,34.432,35.002,18812,0
20101123,20.25,21.45,20.24,20.63,19.73,22.93,19.73,21.77,21.77,0,1323.540039,1328.859985,1311.339966,1317.599976,1317.599976,0,-1.38,0.5,-0.28,0.39,-0.38,0.001,pnqi.us.txt,34.642,34.642,34.132,34.332,9285,0
20101124,19.42,19.61,18.73,19.56,21.82,21.82,19.889999,20.85,20.85,0,1330.410034,1350.77002,1330.390015,1345.73999,1345.73999,0,1.59,0.62,0.03,-0.37,0.22,0.001,pnqi.us.txt,35.002,35.202,35.002,35.172,9539,0
20101126,21.17,22.22,20.28,22.22,20.84,22.879998999999998,20.84,20.84,20.84,0,1335.01001,1342.75,1332.040039,1337.780029,1337.780029,0,-0.67,0.28,-0.35,0.21,-0.09,0.001,pnqi.us.txt,35.052,35.232,35.052,35.232,4272,0
20101129,23.15,23.84,21.38,21.53,20.84,25.51,20.84,23.280001000000002,23.280001000000002,0,1328.670044,1335.969971,1314.780029,1331.589966,1331.589966,0,-0.13,0.06,0.42,-0.15,0.12,0.001,pnqi.us.txt,35.192,35.282,34.912,35.182,7614,0
20101130,23.27,23.79,22.42,23.54,24.82,25.549999,24.290001,25.389999,25.389999,0,1313.689941,1322.119995,1309.27002,1315.22998,1315.22998,0,-0.59,-0.2,-0.02,0.0,0.04,0.001,pnqi.us.txt,34.582,34.772,34.542,34.542,3142,0
20101201,21.19,21.43,20.4,21.36,23.280001000000002,23.280001000000002,22.24,23.09,23.09,0,1337.949951,1360.150024,1337.849976,1353.73999,1353.73999,0,2.12,-0.11,0.01,-0.43,0.4,0.001,pnqi.us.txt,35.112,35.352,34.992,35.042,23665,0
20101202,21.13,21.13,19.1,19.39,23.09,23.09,21.32,21.42,21.42,0,1356.099976,1376.609985,1354.569946,1374.849976,1374.849976,0,1.23,-0.26,0.66,-0.47,0.73,0.001,pnqi.us.txt,35.082,35.242,34.952,35.122,11585,0
20101203,19.26,19.28,17.71,18.01,21.280001000000002,21.309998999999998,19.709999,19.77,19.77,0,1370.150024,1385.680054,1368.819946,1384.01001,1384.01001,0,0.35,0.37,0.05,-0.11,0.25,0.001,pnqi.us.txt,34.992,35.442,34.992,35.442,14276,0
20101206,18.8,18.85,17.95,18.02,19.77,20.299999,19.77,19.91,19.91,0,1384.689941,1384.810059,1374.77002,1380.359985,1380.359985,0,-0.03,0.74,-0.06,-0.13,0.16,0.001,pnqi.us.txt,35.632,35.781,35.542,35.771,6621,0
20101207,17.13,18.15,17.13,17.99,19.92,20.26,19.08,20.16,20.16,0,1397.219971,1397.839966,1382.180054,1383.140015,1383.140015,0,0.1,0.37,0.0,-0.01,-0.09,0.001,pnqi.us.txt,36.211,36.211,35.841,35.841,7755,0
20101208,17.97,18.32,17.69,17.74,20.15,20.33,19.67,19.700001,19.700001,0,1386.550049,1392.930054,1378.410034,1392.430054,1392.430054,0,0.32,-0.45,0.62,-0.31,0.19,0.001,pnqi.us.txt,35.931,35.931,35.691,35.851,43283,0
20101209,17.32,17.84,17.24,17.25,19.700001,19.83,19.059998999999998,19.059998999999998,19.059998999999998,0,1395.540039,1397.560059,1382.579956,1388.75,1388.75,0,0.42,0.05,0.65,-0.39,0.51,0.001,pnqi.us.txt,35.821,35.831,35.691,35.801,2682,0
20101210,17.06,17.63,17.06,17.61,19.1,19.129998999999998,18.559998999999998,18.77,18.77,0,1393.119995,1397.329956,1387.72998,1395.819946,1395.819946,0,0.67,0.45,0.24,-0.23,0.17,0.001,pnqi.us.txt,35.951,36.101,35.911,36.091,6080,0
20101213,16.82,17.67,16.68,17.55,18.77,18.77,17.73,18.26,18.26,0,1399.02002,1400.839966,1386.25,1386.77002,1386.77002,0,-0.08,-0.57,0.08,-0.18,-0.06,0.001,pnqi.us.txt,36.201,36.201,35.622,35.632,20181,0
20101214,17.6,17.95,17.22,17.61,18.24,18.780001000000002,18.01,18.4,18.4,0,1389.069946,1392.75,1380.569946,1385.310059,1385.310059,0,0.09,-0.05,-0.11,0.38,-0.08,0.001,pnqi.us.txt,35.771,35.771,35.242,35.332,5567,0
20101215,17.99,18.14,17.37,17.94,18.860001,19.030001000000002,18.209999,18.860001,18.860001,0,1381.449951,1388.849976,1366.949951,1371.099976,1371.099976,0,-0.49,0.14,-0.55,0.2,-0.1,0.001,pnqi.us.txt,35.632,35.632,34.952,35.052,14156,0
20101216,18.03,18.27,16.88,17.39,18.870001000000002,18.92,17.860001,18.25,18.25,0,1373.73999,1385.109985,1369.540039,1383.01001,1383.01001,0,0.7,0.42,-0.11,-0.24,0.03,0.001,pnqi.us.txt,35.082,35.152,34.772,35.072,87182,0
20101217,17.62,17.64,15.46,16.11,17.940001000000002,17.969998999999998,16.4,17.309998999999998,17.309998999999998,0,1386.420044,1394.219971,1385.339966,1386.97998,1386.97998,0,0.15,0.16,-0.14,-0.33,0.25,0.001,pnqi.us.txt,35.072,35.212,35.062,35.102,6824,0
20101220,16.22,16.86,15.78,16.41,17.309998999999998,17.83,16.719998999999998,17.18,17.18,0,1391.619995,1391.719971,1374.72998,1383.880005,1383.880005,0,0.23,0.05,0.34,-0.29,0.18,0.001,pnqi.us.txt,35.202,35.222,34.702,35.072,8733,0
20101221,16.2,16.62,16.08,16.49,17.17,17.17,16.73,16.83,16.83,0,1391.119995,1398.469971,1389.660034,1397.5,1397.5,0,0.68,0.39,0.74,-0.57,0.29,0.001,pnqi.us.txt,35.072,35.482,35.072,35.432,7590,0
20101222,16.52,16.56,15.45,15.45,16.889999,17.24,16.469998999999998,16.57,16.57,0,1393.810059,1395.52002,1389.079956,1395.170044,1395.170044,0,0.29,-0.33,0.82,-0.21,0.21,0.001,pnqi.us.txt,35.432,35.432,35.242,35.312,3995,0
20101223,15.44,16.86,15.4,16.47,16.93,17.639999,16.889999,17.43,17.43,0,1391.0,1393.790039,1387.77002,1390.569946,1390.569946,0,-0.16,0.04,-0.32,0.18,-0.17,0.001,pnqi.us.txt,35.322,35.322,35.012,35.072,11662,0
20101227,18.26,18.32,17.66,17.67,17.43,19.709999,17.43,18.940001000000002,18.940001000000002,0,1385.609985,1396.380005,1374.849976,1393.319946,1393.319946,0,0.08,0.26,0.44,-0.36,0.16,0.001,pnqi.us.txt,34.982,35.022,34.692,35.022,3656,0
20101228,17.3,17.99,17.3,17.52,18.940001000000002,19.35,18.719998999999998,18.889999,18.889999,0,1397.079956,1397.27002,1384.5,1388.97998,1388.97998,0,0.0,-0.43,0.18,-0.03,-0.13,0.001,pnqi.us.txt,35.052,35.052,34.812,34.852,14550,0
20101229,17.49,17.49,17.02,17.28,18.870001000000002,18.91,18.190001000000002,18.27,18.27,0,1392.079956,1393.920044,1387.650024,1390.369995,1390.369995,0,0.17,0.1,-0.16,0.06,-0.08,0.001,pnqi.us.txt,34.992,35.072,34.892,35.042,27819,0
20101230,17.65,17.89,17.46,17.52,18.27,18.83,18.27,18.66,18.66,0,1389.550049,1391.810059,1386.719971,1389.0,1389.0,0,-0.11,0.13,-0.03,0.19,0.05,0.001,pnqi.us.txt,34.952,35.032,34.842,34.932,4204,0
